41566	21690	19876
19358	14089	5269
12.17	11.97	13.01
0.4	0.4	0.43
0.27	0.26	0.31
16489	11964	4525
16202	11853	4349
-1.4058852228707792	-1.360118595653903	-1.530620065915537
1.9794550132673545e-6	1.3587567405972466e-4	0.0031389525699510815
0.024633214663369984	0.026551672922727365	0.01940454468218744
9.773510656183662e-11	4.071277886687087e-10	0.017765789428930964
0.020639378246463808	0.02226574479168758	0.01620679083314175
1.94536347533548e-6	4.040126704071771e-6	0.08210368622650847
14611	10308	4303
14087	10159	3928
-22.71167270059866	-28.019791974275684	-8.98326544467074
1.2926044493531827e-193	2.450026726389234e-166	2.886104286903832e-33
0.17262135833728748	0.20355711351590622	0.09261210760928656
0	0	2.384344522214383e-27
0.06629989825134286	0.07495816517373757	0.04390699253224711
6.4286503194964586e-43	2.5131480874226857e-42	8.364466365217964e-6
15142	11560	3582
14546	11374	3172
-1.3996448049864796	-1.6440551550319444	-0.5232503152585117
1.824226452909018e-5	1.0648197364571401e-5	0.43240615459272447
0.03827722933096256	0.039034896920727535	0.035560422532101676
1.6773469291153455e-22	5.897590128712767e-19	3.311192504203225e-5
0.03708039519946574	0.036094434256910085	0.04061580496006725
4.4133029620480804e-17	4.199416042585351e-13	1.7597598651745104e-5
17836	11261	6575
15421	10902	4519
-0.8132025953065458	-1.4365771316170317	0.69067640333407
0.002105841310893921	3.464503436165405e-6	0.17273410973239908
-0.010903613811798829	0.0024630441297693872	-0.04315041728136654
0.005512213016996976	0.5782576699081283	8.581596243691534e-8
-0.015462294768111534	-0.004810497855352008	-0.04115954857269305
5.285773127133197e-4	0.3366460008297806	7.5900191294434484e-6
14190	10041	4149
13725	9940	3785
-4.1369541446208125	-4.407346978697584	-3.426860413914577
5.7026474847910594e-30	1.1134167937868566e-23	8.011417442955641e-8
0.05686373001207384	0.059278082994592474	0.05052326273433666
1.2248245668343601e-41	1.4311261539803794e-35	7.16579612518538e-9
0.04778315552086043	0.047626473124461055	0.04819462791721707
1.0281982460056337e-23	8.665486664863786e-19	1.0853765988560683e-6
