0	1	2	mean_p	var_p	n_snps	l2_diff	l2_diff_lower	diff_l2	diff_l2_lower
204	4	PGM2	2.101378441906239e-62	7.035797954607405e-21	611	16.89357565275779	11.245003845743895	71.84444957106408	50.80169748232753
205	5	HTR4	2.3424389670758323e-41	5.370696715760854e-24	540	25.508950865204383	17.447606977492306	77.63195308898102	54.89408046598537
206	19	SIGLEC12	1.0574599966853884e-37	1.35369837342123e-18	600	19.389799111555178	12.957203361299698	68.19715813679557	48.2226729761922
207	9	SMARCA2	5.6986781812445565e-105	1.0162702898930348e-68	1090	47.454173551556195	32.321835800359096	134.7307236420844	95.26900832150037
208	16	ZNF423	3.5853032380819926e-53	2.2719886650758837e-32	566	19.10213787491091	12.833529281895032	72.84406533831685	51.50853256993154
209	7	BBS9	1.3730809135797111e-86	2.9923735933181756e-43	542	31.551824330458956	21.424586177335037	84.02087396751553	59.411729743660636
210	7	AC005281.1	6.22941203709737e-108	5.5128167348286387e-39	624	29.468274100893325	20.019935344732914	96.60917370652163	68.31300185272087
211	4	EVC	3.1849938175598854e-96	5.633006059013504e-77	775	26.454911815677463	17.647991982387275	85.76654553729244	60.646105948377645
212	22	C1QTNF6	1.8287904164332877e-67	4.0672865039403067e-22	624	17.82187586867113	11.856730406988845	67.00538787727702	47.37996414407076
213	11	OR52W1	5.8541680308073255e-30	4.181302313399593e-18	560	16.744192198829907	11.31355274715007	66.11372500172385	46.74946327823387
214	6	LRFN2	2.6629274669846674e-56	5.420814293194159e-23	647	22.792716063213206	15.509717452844313	86.31138366930173	61.03136468616753
215	8	RHOBTB2	1.1181467692603968e-50	1.5413678325722689e-21	573	21.909318764033387	14.696734526484867	72.240064929891	51.08143978529275
216	2	COL4A3	9.386881083381004e-16	1.5854400190065124e-07	547	18.295699292720215	12.412864042767318	67.66883146574398	47.849089604409066
217	12	NFYB	2.0014947304217888e-56	1.740168823701939e-26	704	24.4953360120075	16.71056959563252	94.11111603857375	66.54660833592057
218	8	FER1L6	7.030869435006176e-67	1.6088290123330376e-24	633	24.92618733533064	16.805906693556743	74.78577900474225	52.88153147058471
219	4	CD38	6.2538242774407366e-59	3.733812243358922e-11	570	21.034641218677137	14.24605350857918	79.05568235060534	55.90080908145334
220	11	FZD4	1.2255179304781014e-23	0.0008986607679322833	574	14.240721464018165	9.738998167292266	73.19958973627949	51.75992628260781
221	20	SDCBP2	8.686698069894283e-67	2.8641009308424063e-34	692	23.33281678135637	15.630062044995	81.46728245541766	57.60606786907842
222	21	PKNOX1	1.5026957948359656e-36	1.7153740986739342e-19	554	23.14443794018912	15.637680150633393	73.80579144807471	52.1885756237859
223	17	STXBP4	6.450620451372524e-48	3.854160910605988e-31	613	26.39854598399731	17.901755786957644	80.16924507102064	56.688216832338334
224	16	CNTNAP4	8.296703108115697e-82	6.016114541691203e-74	589	32.72919399372391	22.29022413541074	86.84682014982253	61.409975452437166
225	11	ELF5	3.61290255038225e-57	1.2868604790581109e-44	620	30.482627127495235	20.84073902590113	89.18758337305401	63.065145000737246
226	17	CANT1	3.6636540700510658e-28	5.239130602144674e-13	614	16.968603975285177	11.22627412553372	63.74221885050803	45.072555197084874
227	17	MYH13	3.6750796090731366e-22	8.480593438935141e-13	606	19.442707172375364	13.012028968100992	66.00911527833235	46.67549303344845
228	20	SPTLC3	1.6097298441156284e-33	4.063873773161067e-12	650	15.625033155410478	10.529527140829586	77.17870098866601	54.57358283226818
229	8	CLVS1	1.0863291311397368e-70	1.0739901013827902e-63	662	28.211204193959475	19.220737966230345	95.7568744849665	67.71033529355856
230	11	NTM	2.248186219060772e-183	3.6021287184723325e-125	1289	41.32468849172675	28.001577005106753	133.94897088664874	94.71622564692304
231	6	PACRG	1.7912781645626542e-104	1.5151430662409926e-50	851	35.573288125839085	24.155493679663167	105.64334285896759	74.70112412280395
232	18	CHST9	6.110921506238367e-34	6.169455828688722e-19	694	26.278341886717143	17.902973673022373	86.7267407823345	61.32506651740863
233	16	COX4I1	8.249737210497193e-96	4.9057107852526675e-77	645	22.181266586492278	14.54469021711924	72.77585534107843	51.46030081834124
234	20	CST3	2.364671665399338e-70	5.7973107432877305e-33	541	28.05569161558742	19.103294937795653	87.97269244726826	62.20608738871105
235	18	MYO5B	1.8533992326725925e-80	5.204481406532912e-22	734	26.7705838049542	18.266375055276896	98.162924133214	69.41166931570694
236	10	NEBL	3.2296814536632426e-84	1.729392423385496e-60	623	37.6068539931008	25.62270632360601	101.62932693179003	71.86278624090353
237	11	OR51V1	9.707673095363525e-73	2.4150794831706245e-39	881	32.37958445266635	22.170213719175024	120.41059424972605	85.14314772069379
238	9	KLF4	3.7134912522559654e-50	8.844181088258472e-31	551	18.05308187403901	12.060166981256316	67.35504635514312	47.62721002486904
239	2	MYT1L	1.880705274893873e-68	1.6009854007575682e-44	801	22.522683242271484	15.125873625379	85.5987505071963	60.527456944748195
240	11	OR51B5	1.4166722513238994e-64	1.466078928662128e-27	873	29.861572181131308	20.427895524236988	114.96452482835683	81.29219510203158
241	5	FAT2	5.725946781480308e-66	1.3428598818399704e-54	629	32.69268960120027	22.184563954239053	93.2314408306514	65.92458403115658
242	3	EPHB1	4.684342463972649e-106	7.309210361260562e-41	737	31.523329754487023	21.432651236169278	95.8900326681359	67.80449234784912
243	21	RUNX1	1.1836540558366885e-107	4.554378860628423e-45	1104	35.31289881939607	23.95899780627802	120.37810218917672	85.1201723643464
244	6	UNC5CL	2.1868410959759588e-26	4.752214575576569e-15	561	16.320675985787858	11.063589873700728	77.60914741081416	54.87795441630311
245	13	FAM155A	6.0314177368286104e-80	1.8418580026561764e-30	922	22.45908085048373	14.999552809337729	90.27761292771405	63.8359122905375
246	6	GLP1R	1.6243859601588033e-91	6.190847092782637e-24	597	24.9321730595953	16.840836440673435	82.73237133613802	58.50062079543767
247	6	CFB	2.121804049094211e-86	5.763909295312245e-45	1052	48.7638678183568	34.04003580001543	204.36724239803996	144.50946295205654
248	16	CIITA	8.07583180675907e-50	7.812326642884524e-30	563	29.294644891600385	19.819607163739356	81.84337263608087	57.8720037861594
249	9	ACTL7A	1.8957908243987017e-93	3.8180399344677185e-15	592	30.168677380753365	20.700109688301012	96.20248729035447	68.02543113003098
250	16	FTO	6.473296643710269e-75	6.01801057325076e-44	702	21.778913095161855	14.58721374164255	75.86610029657359	53.64543398189933
251	15	ZWILCH	2.5513893827523032e-92	6.523507998236257e-62	588	25.00292597489259	16.744083477697494	76.94367384994138	54.4073935487115
252	15	MCTP2	5.859152359200983e-68	4.45945574804446e-23	746	17.347059676005912	11.542749337315612	74.97204839611467	53.01324382035372
253	12	ANKS1B	4.273675381080873e-77	8.321304479371003e-50	765	30.14868925568497	20.509733195052164	101.94735049814147	72.08766286124872
254	2	TACR1	2.3244868179381143e-86	2.368786649381997e-66	592	26.351908208180518	17.705169192852388	78.64246496354826	55.608620264962795
255	8	ZFAT	1.3280557586210822e-87	9.360507503444185e-67	718	29.24528106381304	19.83257676171783	95.76994196956957	67.71957540053651
256	14	CPSF2	8.32997164107297e-33	3.1938837463372094e-15	537	20.665058998862563	13.878189577892428	69.51015501131035	49.151101969837626
257	6	SASH1	3.986306117235156e-77	1.0256283419621823e-37	762	21.70238106277357	14.53635600789525	85.64220736822477	60.55818558587028
258	9	VPS13A	1.897718713224217e-32	1.3801216944075155e-15	550	19.164287056102026	12.97652289226766	71.89951957831839	50.84063785789545
259	9	TXNDC8	4.227418708209468e-53	2.75409120916688e-21	581	17.182118601657095	11.539883913687568	73.19262638450272	51.75500244934994
260	20	CTCFL	1.713785493589134e-89	8.88121277089953e-47	662	21.5326167662773	14.28005046335577	74.57261939716219	52.73080486659107
261	5	AGGF1	2.1019170294115463e-74	1.1727260803815864e-34	579	28.397731461554443	19.15570188543966	78.74579195081682	55.68168347834001
262	15	MEGF11	5.581806120048189e-32	1.5468065868846647e-12	556	25.760074028242656	17.585314243460665	80.0326781017282	56.59164940226312
263	19	ETFB	7.103650587284024e-44	9.025485606981581e-13	628	14.557932641451991	9.587099492777774	62.643791344516515	44.29584965895787
264	16	PIH1	1.011155706208226e-91	2.6179376908484435e-69	1046	28.917386535951067	19.549931343432206	117.1125936029724	82.81110909901882
265	16	FAM92B	6.199339608604633e-64	1.015380521864682e-46	577	19.281538945816955	12.620252285840657	63.75575864837333	45.082129279972136
266	6	HIST1H3A	2.2439586955240323e-96	2.5039657087281703e-57	648	41.0454842533686	28.453067595165223	125.39366662241108	88.66671198656098
267	14	OSGEP	3.4425131333621368e-46	2.835126896787506e-29	620	15.975017689964218	10.518701035194233	65.27958359003318	46.15963622956166
268	10	SUV39H2	4.2131545829191703e-67	3.245380896915709e-13	620	18.501173705095468	12.401155217736274	71.91770052008138	50.85349372510588
269	18	SLC14A2	1.2645457098714108e-89	5.073896481353741e-21	769	24.34376412702545	16.578474796608347	100.39004333210264	70.98648040375167
270	5	F2R	3.7509155408644503e-56	1.7129451737350886e-19	554	20.384054282029133	13.589226794398996	65.35376644679621	46.21209143062574
271	14	ABHD4	3.3446110240241877e-56	9.171658461981939e-33	642	18.462996004870263	12.307747552562901	70.33471587930958	49.73415455110214
272	2	STRN	7.458204345539675e-93	2.0152670185547673e-44	618	30.066970989429237	20.355532367827664	86.56119307182311	61.208006608695015
273	10	CUBN	3.894769054624495e-106	1.9052529317657785e-32	798	25.37754898996249	17.137557465581708	93.18885826907459	65.89447361310698
274	10	TEX36	2.1311384744893682e-75	6.826597585964494e-54	576	38.125359605849454	25.906065635488268	85.05568123929858	60.14344898275899
275	6	RPS18	4.1088119324627404e-32	0.036861527665512615	1007	23.864642199518727	16.558962981163987	163.13989296700427	115.35732459902499
276	6	XXbac-BPG32J3.19	1.4983197418200786e-90	7.32164828861427e-22	937	35.70477613071557	24.840696917638255	169.0758435264986	119.55467549243184
277	9	CORO2A	1.906110378375861e-54	3.7791880158827563e-29	585	19.555821855970393	13.220685456205942	79.38654787622693	56.13476633828147
278	2	RRM2	1.1555851882011176e-41	9.29100247534253e-14	575	17.480065074930984	11.592554781582216	63.862236759345286	45.157420674286634
279	19	ZNF350	6.790436982759853e-42	5.740035011090115e-26	583	22.92499390445073	15.495884319935278	74.9738336733336	53.01450620197793
280	10	PFKP	8.029990951224612e-65	9.964100360548982e-33	734	24.666291382013227	16.616976867503332	81.30289790812132	57.489830440963345
281	1	KIF21B	7.423260677949673e-62	5.999857988787937e-22	637	22.390329521295186	15.19981399736345	88.4569423868674	62.54850380479295
282	8	PPP2R2A	5.767856451505037e-72	5.420747648096458e-49	665	24.740871256729633	16.72832436088342	89.46795755235526	63.26339948419294
283	10	SH2D4B	8.278172222858665e-60	3.1193693004598333e-49	545	36.597858995539326	24.795892417472537	84.17799731191789	59.52283272597049
284	22	KCTD17	4.9787278060082955e-67	1.2861560139592749e-26	633	18.297563089440658	12.164105529544479	68.18137864701202	48.21151519196324
285	17	ARHGAP44	4.713354522137766e-74	5.07237754830026e-29	624	15.89056456685838	10.4657642049077	64.85973184998304	45.86275621707816
286	8	CLDN23	2.152813011312125e-121	2.1337569652094507e-112	618	84.6025258649079	58.50412760371094	143.45424710273292	101.43747091636062
287	5	MOCS2	1.360881781290043e-23	0.010347741529509943	548	15.14235319982123	10.37108501510346	89.0900963757548	62.996211283869144
288	1	HSD17B7	5.972097251874458e-73	8.05056444215784e-10	558	18.289037196097297	12.341405456074064	73.69554770189491	52.11062152327721
289	10	AKR1C2	5.578461447455644e-39	1.6139354865590293e-20	631	20.50584830658282	13.92776738403002	79.92243246594985	56.51369396560886
290	20	PRNP	4.17293473984056e-73	3.8434082511338944e-26	636	19.66752136167524	13.053824885098344	70.18505973671355	49.62833167782679
291	11	OR8B8	4.221585238967759e-47	2.4415233778158723e-51	531	48.882977928213435	33.599188589599315	100.81405649775573	71.28630298849438
292	4	ANAPC4	4.4554310129761626e-33	9.641159465869351e-23	539	20.26971464465508	13.59670102919916	71.9415330291835	50.870345853903345
293	11	OR8B4	4.467082430606263e-48	5.1432561604413475e-51	528	49.13793980493709	33.78147737886858	100.97416002564255	71.39951327875497
294	7	ARL4A	2.101569130088955e-78	1.0067004874123597e-19	546	23.64255203428519	16.070593296034673	82.59117194901805	58.40077775130522
295	17	CCL7	1.0106107335474417e-93	1.984795084234675e-26	706	21.693650732434293	14.562814027506278	79.043429579081	55.89214506362446
296	10	NMT2	7.949699670708191e-63	4.488544015703535e-27	575	21.942010407543194	14.704303028406095	73.35201745806687	51.86770895832514
297	12	KRT4	1.2509158996586841e-73	1.7118731873022867e-41	677	27.52626692087871	18.796238050919115	94.15716863489524	66.57917243907296
298	1	ARHGEF10L	5.4503635393851645e-89	9.412771131432029e-45	678	26.19680622060052	17.58417058748514	75.38504634314599	53.30527746931566
299	17	CCL13	3.2386316265593675e-94	6.834316693663297e-25	671	21.931223977661006	14.71424171664195	77.95548611534416	55.12285286286834
300	9	WHRN	2.3065781158938955e-52	2.8354617537320595e-25	711	22.036088970554516	14.914337488062301	86.81103196889825	61.38466938702185
301	14	NKX2-1	5.5118936582563746e-70	1.2438370808418307e-53	570	29.722369229878737	20.180457618880354	79.0741085804309	55.91383839351516
302	8	OXR1	5.133838610490773e-87	3.5375319701994264e-45	542	28.45733391496394	19.46063795821179	91.3911941975538	64.62333315783529
303	1	PPFIA4	4.0275168840573303e-35	1.1234231001985068e-12	525	13.812676526998573	9.263107955974867	65.88589920900509	46.58836611527489
304	1	TMEM56	1.351191632596565e-75	3.488488464691761e-30	584	24.951925336201867	16.9897059161743	84.68776165312735	59.88329054844705
305	20	CDH4	4.118659298735279e-104	2.5320520854235556e-71	1046	24.33480034484427	16.238388010593084	98.06967556386131	69.34573261998672
306	15	UNC13C	1.303799308150841e-124	1.7346184688053673e-59	856	31.374603451841594	21.335777809668883	114.95047734094823	81.28226202842538
307	8	NAT1	2.0275887804616897e-74	5.6544256468055754e-49	848	44.91284993128741	30.808468444636844	118.79023896303462	83.99738350954361
308	12	FKBP4	1.25144199236209e-69	8.587369413857752e-22	587	19.081272486101497	12.691621849533362	67.60867740358424	47.806554259139794
309	2	CAMKMT	1.6978110368745218e-57	3.98499954370632e-49	779	53.42171075316635	36.623164307281954	119.90124650232154	84.78298447452136
310	2	CYP1B1	1.673175522359644e-79	9.637540058146775e-56	619	25.071543592941268	17.013488374440797	89.11079071082938	63.01084438853295
311	10	SEPHS1	1.84067029851465e-41	1.7308420794513397e-10	685	18.503227092696108	12.419303071208148	78.15675294805422	55.2651700051023
312	3	ATXN7	7.730620994732357e-65	5.538301404964921e-25	665	21.561908871025295	14.538776938180362	83.5353068394662	59.06838193469801
313	8	RIMS2	5.688698198777726e-60	4.777737016061056e-25	630	32.027605317543006	22.006120419685516	101.77429493205722	71.96529409694747
314	8	NCALD	1.2118124228348365e-54	1.219323886387676e-37	673	31.81163903418455	21.545169612171627	87.28350156743454	61.71875584405077
315	6	HLA-E	3.3024055814480088e-74	0.003913366475364284	1135	46.94808181984811	32.86603776658913	226.05862744077672	159.84758840910507
316	1	CHRM3	8.605008231890054e-113	3.370709650124503e-96	771	32.93692651844161	22.214479779754605	95.30704232830766	67.3922559251918
317	1	WLS	1.9354807745505385e-80	3.844884645317515e-66	589	26.65421934244469	18.053639040965614	83.21232437857773	58.83999884639731
318	11	RNF214	2.46104548973689e-50	7.258329171108384e-27	556	25.142214719844347	17.137785782157636	79.5857062690911	56.275592588406035
319	13	ERCC5	3.0516595865609996e-74	5.3717996675113605e-24	669	26.545731831476473	18.008229927353895	88.67387841212654	62.701900739336956
320	1	C1orf106	4.41102023457231e-63	6.214285194864257e-22	593	21.50754773766728	14.620766357458336	85.87220217262886	60.72081647169904
321	6	RIPK1	1.2557760035400589e-104	5.60420814439225e-52	658	22.554608243117855	15.030964318644152	75.98223063194033	53.72755052953791
322	14	RNASE3	4.7232843531126085e-39	8.600292314670204e-13	578	10.687331942488662	6.928573118903003	54.087790362559296	38.245843344778194
323	12	CCDC60	6.913906363083862e-65	1.7381552870415916e-46	572	24.9414027073542	16.79531344035322	72.01271846517142	50.920681558411715
324	15	GABRG3	4.634164874561137e-78	1.820160196154928e-53	788	24.704388094851907	16.508041071847863	86.50758156570333	61.17009754917057
325	7	AOAH	4.4772727523061346e-88	6.276904575570259e-34	673	27.480872975670593	18.53010796371423	83.20435119431274	58.83436095373918
326	17	SSTR2	7.70511952815019e-23	8.33728138562368e-11	542	13.98265953934996	9.247873536474131	58.465658878795026	41.34146385974932
327	9	SHB	8.152342909811631e-45	4.867772109841627e-29	550	28.58146661801092	19.369147933505857	79.76477117777934	56.40221059961049
328	4	TADA2B	2.0155122627254484e-42	8.578797481533586e-19	631	17.407759293251388	11.466610246622594	64.61258221819001	45.68799503647016
329	14	SLC25A21	5.165656165227506e-52	3.4878911713584235e-32	686	42.9544145915354	29.47017111191164	101.79869277166131	71.98254597477847
330	14	TRIM9	1.8692485236746992e-97	1.02014670361073e-31	604	26.251755954007564	17.727301239135542	83.15097788013998	58.79662032134995
331	1	MT1HL1	2.0199861440503868e-36	1.200465144888951e-26	672	32.72136567492787	22.307420829184778	94.92582755022934	67.12269637052162
332	10	CACNB2	4.764635847924179e-58	1.0029928552174407e-15	640	24.74558406429179	16.872521144896794	84.4467450857937	59.71286609930864
333	2	ERBB4	2.1330187112333002e-144	1.9974136277374236e-108	1002	37.12122904268962	25.22814386966715	123.0514764705906	87.01053344738425
334	2	TTC7A	3.1395940024472758e-50	3.634246362074189e-35	617	20.995151931512765	14.17122348141885	80.47903416568197	56.90727080190882
335	10	NRG3	1.0190419083887743e-134	2.6594839599757296e-57	985	40.02576179323742	27.452884004790917	126.81522733139504	89.67190720375557
336	15	ICE2	5.97802693718057e-88	1.0613859256399304e-62	591	26.685188094388224	17.89567920890184	76.54465280421984	54.12524306144587
337	12	PDZRN4	1.1209793445782758e-94	3.5543566696234475e-96	648	41.94058364337633	28.875603441815798	110.67090483576669	78.25614728943029
338	12	BTBD11	3.1636337608079602e-71	2.800362899408477e-48	571	24.388228702893556	16.618215731120813	87.6061679294597	61.946915416698914
339	11	TSPAN18	2.046231398901052e-80	1.4604139255795373e-50	705	22.927268398335414	15.322650207670748	80.40557798888827	56.85532944118011
340	15	SELENOS	1.9679447189100586e-78	9.736728749926609e-49	602	20.587034730000035	13.652963300436937	67.51768699172953	47.74221432189488
341	12	ANO4	5.961418466775646e-73	9.654471808684535e-36	626	20.01517956504732	13.484242576540197	79.51546056491462	56.22592137463478
342	2	WDR43	1.5617909747350633e-43	8.598898223237055e-13	603	21.987079016842728	14.941202752627625	81.0073449299513	57.28084292589819
343	1	LRRC7	1.660011336750564e-54	8.165466577428117e-32	573	26.18165781172503	17.803692631968524	86.50713098076382	61.16977893750095
344	6	COL11A2	4.843281611446168e-38	8.869088636149475e-07	1129	28.024152428464873	19.491208472160707	186.16820290392633	131.64079871468772
345	20	OTOR	5.995251153060897e-86	1.7382211594929075e-37	675	24.961338334462383	16.946644319312327	90.09401581763112	63.70608952898586
346	6	TRIM26	1.5650346406094542e-63	0.2022350707791718	1235	43.5392112281977	30.546978547962624	271.99391797896425	192.3287438444285
347	5	C5orf58	8.626057697440533e-64	1.2465798577483437e-20	736	18.444159188772787	12.36316703728221	81.63327613007566	57.723443122064666
348	8	NDRG1	3.824408219471942e-68	1.4046349350081746e-26	765	32.06175578921895	21.70432354107227	94.27274417689664	66.66089668855972
349	10	CCDC172	1.5885515943336852e-71	7.355263492989527e-21	523	24.94692224517337	16.86756728967493	74.26218218227267	52.511292606806
350	3	TRNT1	4.542061690864128e-68	1.5553893185150245e-31	816	21.156651776982045	14.069783042026579	81.7142017034932	57.78066614380119
351	10	FBXO18	4.6993224686464203e-51	8.615387009320682e-33	675	22.62670287855788	15.207601446100568	76.61913608437106	54.177910693926016
352	7	RAPGEF5	1.5711962519319155e-102	1.6991803923235427e-41	852	25.746659586384965	17.348907626370206	96.73713402547223	68.40348346197658
353	20	PMEPA1	8.485554471160235e-80	5.04608173808571e-38	623	18.76580703246387	12.418137751097284	70.09919976309068	49.56761950824713
354	3	CRBN	6.128350122934655e-69	7.44769577033965e-33	824	21.232878166005264	14.12184063092787	82.18883480399093	58.11628242773859
355	13	METTL21C	2.5409003307439074e-75	2.133152286904621e-21	626	26.60966478079095	18.067827547183754	85.6571541476738	60.568754554973
356	12	CFAP54	6.917648401348308e-47	5.15301257721689e-40	672	29.865934104786774	20.381547039219356	89.86189904520391	63.54195818517581
357	1	C1orf226	6.147434487914827e-53	1.982638177144055e-31	573	26.34032931078879	17.87969005636483	84.01850297440134	59.41005319835151
358	3	CPNE4	1.2156699364081678e-106	4.717801296979375e-44	723	35.18740589620869	24.06306279599336	114.52929223417698	80.98443918329221
359	15	RYR3	5.470376687738598e-126	1.587672921764606e-70	1042	30.57097334815029	20.574097632600868	111.11667345575584	78.57135330347013
360	10	UCN3	1.1182996822614029e-44	1.6396935060013706e-28	597	21.270818890676054	14.441252045973215	75.11586037202555	53.11493424373315
361	12	HEBP1	7.30509961672038e-76	4.459415872614468e-51	585	22.930572311616814	15.33686520651225	73.33626376369484	51.85656941420509
362	20	STK35	1.7907946568374522e-92	5.553755986554027e-40	729	27.239252350870487	18.279792634664595	86.17528204489113	60.935126304618144
363	22	RIBC2	7.118766237134886e-36	3.9753052385265257e-16	539	21.55479873394256	14.485152543715117	68.86830924988136	48.69724847945468
364	4	EVC2	3.220141146895199e-101	6.682176785243258e-72	815	26.45282637293286	17.64029477484081	89.3162082419084	63.15609651773647
365	8	TMEM71	1.688445896840961e-53	1.3754426859983785e-41	673	31.183662112945314	21.28002448598373	98.65897037012056	69.76242697360497
366	2	FSHR	1.4197535302875407e-61	9.81393880326391e-43	643	31.738079391192613	21.696570158437524	92.42033915160687	65.35104853367163
367	4	ARHGAP24	4.653248561148658e-70	9.742946450873492e-32	585	31.652258071255474	21.609426007335784	88.04110026100226	62.254459017689086
368	14	RP11-404P21.8	2.8146918963369013e-39	3.714962582823394e-16	583	17.828377986473427	11.919437841607504	62.59404757367832	44.26067550127445
369	15	MEIS2	2.718318269629901e-94	4.604245489359892e-74	614	33.15194533629469	22.342784195091845	84.62507990833186	59.838967861646154
370	10	HTRA1	4.622657087239154e-48	1.7078803194893695e-27	591	21.40698424570816	14.45742603437698	76.12221519646698	53.82653456437473
371	17	GLP2R	1.1806804177188867e-66	1.4078079696215108e-32	656	15.844561051500186	10.40713581056805	63.84880896143218	45.14792578732952
372	1	KCNC4	5.611537434838758e-62	2.679557628143772e-39	599	24.16621122141308	16.228728455242766	75.0408886361941	53.061921220929854
373	6	PRPF4B	1.7914501246985548e-76	1.2126522753094412e-46	624	26.413957784302085	17.745590519758416	83.00971989041098	58.69673583891682
374	14	OR6S1	6.927092778020563e-44	2.386796134278665e-20	640	14.514546247906765	9.476899996369582	63.32166289816485	44.77517723131692
375	16	HSBP1	7.910611664773292e-93	3.203134194156116e-43	951	23.806019679620476	16.06652007607282	104.36862903727206	73.79976533541142
376	8	FAM135B	1.438703837158637e-103	8.008409303643736e-58	849	26.37986033276306	17.73784341666601	93.0683860044531	65.80928685784869
377	8	SBSPON	2.145496238206982e-94	2.197463431201824e-34	561	25.948304028521193	17.56043397506089	82.36400738347331	58.24014814656269
378	1	CAMTA1	3.6619685959757546e-121	1.1039670777172391e-63	857	35.08027531848256	23.76831599936618	102.61662519042656	72.5609115346407
379	8	R3HCC1	4.0924219201931687e-78	1.198288082400745e-32	610	20.612893260757772	13.78515745333221	75.69444604580029	53.524056097155935
380	17	CA10	3.0931059292572313e-90	3.7684174091716876e-53	691	34.909545467036466	23.89691350466181	104.75433588651802	74.07250126405978
381	7	ANLN	4.098351074012239e-68	1.4287743272998246e-27	588	24.56303273182874	16.529728818808863	76.15172157513459	53.84739872482101
382	11	OR51A4	8.258102508000782e-82	5.603737806878002e-28	824	30.49011675570779	20.844326849161405	109.7280257082441	77.58943106452209
383	17	CCL11	1.290173886556277e-94	1.0144808402584798e-26	698	21.728766262706984	14.574066010131425	78.73742964716169	55.675770436721635
384	1	ACTN2	9.918781358165522e-38	2.3242747407865167e-28	687	32.816760115032935	22.37985035570938	96.43006626547707	68.18635376659648
385	20	SLX4IP	4.9778974532103335e-83	1.2573078395034088e-35	684	21.238060219781687	14.188663415211543	75.60350514110374	53.459751166760626
386	20	RBM38	2.238521740856358e-93	1.53277763235399e-70	651	24.39565794210725	16.20130049521744	78.3801923004881	55.42316548639364
387	19	SIGLECL1	8.472931736007769e-36	8.52579941013722e-09	632	13.013090723405305	8.553533357999832	61.79332399733585	43.69447843058844
388	3	VHL	3.4545847262647494e-42	1.8913888180878663e-29	562	32.89782399329863	22.40540184314799	86.99425923140628	61.514230626837254
389	6	HIST1H4E	3.094844012253971e-89	1.199246121999554e-17	622	39.87601023371849	27.722973796871173	130.7458716516476	92.45129245703359
390	2	C2orf71	6.428358200193241e-56	2.897939123409467e-11	613	22.608006539602457	15.420146531056233	86.51166013161485	61.17298153078168
391	14	CMA1	3.8318884258901414e-72	3.0031517333211114e-47	578	28.308293574107523	19.217411858167218	85.65047725862244	60.56403328144586
392	13	GPC6	1.6604377734616274e-131	4.40274480184196e-67	1032	38.630860754861445	26.241079614238245	121.42877364430554	85.86310927506734
393	1	C1orf94	2.012335494514863e-70	1.2284166872537181e-33	611	22.410294696857378	15.061726309911805	73.09914368857991	51.68890020113679
394	4	UNC5C	1.2859234167899475e-85	1.1811566764238808e-49	714	29.242994594138395	19.82868116340218	92.4183806890797	65.34966369154009
395	6	CDKAL1	3.681879501195379e-88	1.591281358441917e-53	785	31.323821343123356	21.177708860997882	100.3821153608475	70.98087448151732
396	5	ADCY2	4.190640806245138e-112	6.970922256232457e-32	774	26.63081513352641	17.994070222004424	92.28714157787029	65.2568636260467
397	11	OR52N1	1.683393151614218e-56	3.4599293789209455e-37	787	27.861875691719504	19.075224457091707	106.38222986617548	75.22359613612943
398	1	DUSP27	1.072855213241288e-59	1.5327379654717806e-51	614	32.334100225408136	22.079410501141197	93.50740104481552	66.11971736992929
399	12	KRT78	4.377021778460948e-80	8.940208658055673e-41	650	27.129164960143214	18.495817040596975	91.9670528709088	65.03052673077458
400	4	SNX25	8.861939092759691e-57	1.66322531570784e-30	625	19.13634287979788	12.70045290200067	65.81254001393138	46.53649333097526
401	19	KLK13	3.4146793417739577e-31	6.414751465387354e-09	570	12.317648550749055	8.058798704527717	55.329022470668164	39.12352698544719
402	17	DNAH9	1.6662889598634152e-71	5.5970744227307865e-52	648	22.4892648430574	14.968599559299449	70.54173122547687	49.88053650618776
403	2	ZNF385B	5.714838612858472e-61	4.562169153709063e-29	656	17.88759025899931	12.085275069066448	83.76948076249599	59.23396790364789
404	12	ALDH1L2	3.0009318161011925e-83	1.4648738737765584e-90	712	36.611904104167934	25.049272979619346	101.73890410568747	71.94026900362987
405	3	UMPS	1.8543798929349202e-87	7.37734089369824e-58	658	29.4847470922834	20.049628522083168	103.35804050848944	73.08517133371666
406	18	PMAIP1	9.216538106078373e-63	4.797105344782887e-33	521	21.31432107649364	14.289499213330025	64.25241156020469	45.433315921821006
407	11	PDHX	3.9621667958051445e-87	2.9926230385699024e-52	758	36.94864899150099	25.27271555801238	104.81411832322	74.11477383044894
408	14	TEP1	4.956199336667931e-46	2.5818024406437163e-29	620	15.97516296279042	10.51846178605961	65.26398898229996	46.14860917668354
409	8	TRAPPC9	3.316368323976529e-63	4.107331576045844e-34	866	38.335079323745504	26.070538047029586	101.36990511039659	71.67934731181114
410	12	TDG	3.664197837323008e-37	6.612367381330239e-21	581	20.864477917568408	14.201275123124113	83.01942495248821	58.703598354123045
411	6	LY6G6E	1.350611328534275e-88	8.087103512804233e-21	923	35.032078562856924	24.369531684888656	166.41724711423805	117.67476394088409
